Iterating over heap. This may take a while...
Object Histogram:

num       #instances    #bytes  Class description
--------------------------------------------------------------------------
2695:           1       16      org.eclipse.jdt.internal.compiler.lookup.InferenceVariable[]
2696:           1       16      sun.nio.ch.ExtendedSocketOption$1
2697:           1       16      sun.nio.ch.Net$1
2698:           1       16      com.alibaba.fastjson.serializer.BigIntegerCodec
2699:           1       16      com.alibaba.fastjson.serializer.AtomicLongArrayCodec
2700:           1       16      com.sun.org.apache.xerces.internal.impl.dv.xs.EntityDV
2701:           1       16      org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter$2
2702:           1       16      com.alibaba.fastjson.serializer.BooleanCodec
2703:           1       16      org.apache.http.impl.entity.StrictContentLengthStrategy
2704:           1       16      org.springframework.web.servlet.mvc.method.annotation.CallableMethodReturnValueHandler
2705:           1       16      org.apache.catalina.connector.Request$3
2706:           1       16      org.apache.juli.OneLineFormatter$1
2707:           1       16      sun.reflect.generics.tree.BooleanSignature
2708:           1       16      java.lang.CharacterData00
2709:           1       16      com.sun.org.apache.xerces.internal.impl.xs.util.XIntPool
2710:           1       16      java.lang.System$2
2711:           1       16      java.lang.invoke.MethodHandleImpl$3
2712:           1       16      com.alibaba.fastjson.parser.deserializer.TimeDeserializer
2713:           1       16      org.eclipse.jdt.internal.compiler.lookup.Scope$Substitutor
2714:           1       16      org.apache.jasper.servlet.JasperInitializer
2715:           1       16      com.jinba.spider.proxy.ProxyQueue
2716:           1       16      org.apache.http.conn.ssl.StrictHostnameVerifier
2717:           1       16      java.lang.management.PlatformComponent$7
2718:           1       16      com.alibaba.fastjson.serializer.BooleanArraySerializer
2719:           1       16      org.apache.catalina.valves.AbstractAccessLogValve$HttpStatusCodeElement
2720:           1       16      sun.text.normalizer.NormalizerBase$NFKDMode
2721:           1       16      org.apache.catalina.core.ContainerBase$ContainerBackgroundProcessor
2722:           1       16      com.sun.org.apache.xerces.internal.impl.dv.xs.HexBinaryDV
2723:           1       16      org.apache.http.impl.conn.DefaultSchemePortResolver
2724:           1       16      java.lang.management.PlatformComponent$15
2725:           1       16      java.lang.Enum[]
2726:           1       16      org.apache.el.ExpressionFactoryImpl
2727:           1       16      com.sun.org.apache.xerces.internal.impl.dv.dtd.NMTOKENDatatypeValidator
2728:           1       16      org.apache.http.impl.io.DefaultHttpRequestWriterFactory
2729:           1       16      org.springframework.context.support.ApplicationContextAwareProcessor
2730:           1       16      org.apache.tomcat.util.buf.MessageBytes$MessageBytesFactory
2731:           1       16      org.springframework.web.context.request.async.DeferredResultProcessingInterceptor[]
2732:           1       16      com.alibaba.fastjson.parser.deserializer.MapDeserializer
2733:           1       16      com.alibaba.fastjson.serializer.PatternCodec
2734:           1       16      com.sun.jmx.mbeanserver.StandardMBeanIntrospector
2735:           1       16      java.lang.invoke.MemberName$Factory
2736:           1       16      org.apache.catalina.core.StandardContext$1
2737:           1       16      com.alibaba.fastjson.serializer.UUIDCodec
2738:           1       16      com.sun.org.apache.xerces.internal.impl.dv.xs.XSSimpleTypeDecl$1
2739:           1       16      org.springframework.format.datetime.DateTimeFormatAnnotationFormatterFactory
2740:           1       16      com.mysql.jdbc.Util
2741:           1       16      com.sun.org.apache.xerces.internal.impl.dv.xs.YearMonthDV
2742:           1       16      org.eclipse.jdt.internal.compiler.lookup.ReferenceBinding$2
2743:           1       16      sun.reflect.generics.tree.BottomSignature
2744:           1       16      org.eclipse.jdt.internal.compiler.ast.TypeReference[]
2745:           1       16      org.springframework.context.expression.BeanExpressionContextAccessor
2746:           1       16      ch.qos.logback.classic.selector.DefaultContextSelector
2747:           1       16      sun.util.resources.LocaleData$LocaleDataResourceBundleControl
2748:           1       16      com.jinba.dao.MysqlDao
2749:           1       16      org.apache.tomcat.util.net.jsse.JSSEImplementation
2750:           1       16      sun.reflect.generics.tree.VoidDescriptor
2751:           1       16      org.springframework.web.servlet.mvc.method.annotation.DeferredResultMethodReturnValueHan
dler
2752:           1       16      org.apache.jasper.compiler.ELInterpreterFactory$DefaultELInterpreter
2753:           1       16      org.apache.catalina.connector.Request$4
2754:           1       16      sun.management.ClassLoadingImpl
2755:           1       16      com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder
2756:           1       16      sun.util.locale.provider.SPILocaleProviderAdapter
2757:           1       16      org.apache.catalina.valves.AbstractAccessLogValve$HostElement
2758:           1       16      com.google.common.collect.Multisets$5
2759:           1       16      com.alibaba.fastjson.serializer.StringCodec
2760:           1       16      com.alibaba.fastjson.serializer.ColorCodec
2761:           1       16      sun.nio.ch.FileChannelImpl$1
2762:           1       16      com.alibaba.fastjson.serializer.CharacterCodec
2763:           1       16      com.sun.org.apache.xerces.internal.impl.xs.XSConstraints$1
2764:           1       16      org.springframework.web.servlet.mvc.SimpleControllerHandlerAdapter
2765:           1       16      sun.reflect.generics.tree.ByteSignature
2766:           1       16      com.sun.org.apache.xerces.internal.impl.dv.xs.IntegerDV
2767:           1       16      org.eclipse.jdt.internal.compiler.env.IBinaryTypeAnnotation[]
2768:           1       16      ch.qos.logback.classic.spi.StackTraceElementProxy[]
2769:           1       16      org.eclipse.jdt.internal.compiler.lookup.AnnotationBinding[]
2770:           1       16      org.springframework.expression.spel.standard.SpelExpressionParser
2771:           1       16      sun.reflect.GeneratedMethodAccessor29
2772:           1       16      sun.reflect.GeneratedConstructorAccessor27
2773:           1       16      sun.reflect.GeneratedConstructorAccessor23
2774:           1       16      sun.security.util.ByteArrayLexOrder
2775:           1       16      com.alibaba.fastjson.parser.deserializer.DateDeserializer
2776:           1       16      sun.reflect.GeneratedConstructorAccessor30
2777:           1       16      sun.reflect.GeneratedMethodAccessor36
2778:           1       16      sun.reflect.GeneratedConstructorAccessor34
2779:           1       16      sun.reflect.GeneratedConstructorAccessor38
2780:           1       16      sun.reflect.GeneratedConstructorAccessor41
2781:           1       16      sun.reflect.GeneratedConstructorAccessor13
2782:           1       16      sun.reflect.GeneratedMethodAccessor6
2783:           1       16      sun.reflect.GeneratedMethodAccessor9
2784:           1       16      sun.reflect.GeneratedMethodAccessor12
2785:           1       16      sun.reflect.GeneratedMethodAccessor16
2786:           1       16      sun.reflect.GeneratedMethodAccessor3
2787:           1       16      java.lang.management.PlatformComponent$1
2788:           1       16      org.apache.log4j.or.RendererMap
2789:           1       16      org.apache.tomcat.util.descriptor.web.SecurityConstraint[]
2790:           1       16      org.springframework.web.SpringServletContainerInitializer
2791:           1       16      com.alibaba.druid.stat.DruidStatService
2792:           1       16      sun.reflect.GeneratedMethodAccessor19
2793:           1       16      sun.reflect.GeneratedConstructorAccessor6
2794:           1       16      sun.reflect.GeneratedMethodAccessor26
2795:           1       16      org.apache.tomcat.util.descriptor.tld.TldRuleSet
2796:           1       16      org.springframework.aop.aspectj.annotation.AbstractAspectJAdvisorFactory$AspectJAnnotati
onParameterNameDiscoverer
2797:           1       16      com.alibaba.fastjson.serializer.MapSerializer
2798:           1       16      com.alibaba.fastjson.serializer.CharArraySerializer
2799:           1       16      org.apache.catalina.valves.AbstractAccessLogValve$ByteSentElement
2800:           1       16      org.springframework.web.bind.support.DefaultSessionAttributeStore
2801:           1       16      java.lang.management.PlatformComponent$8
2802:           1       16      java.util.regex.Pattern$Node
2803:           1       16      sun.net.idn.StringPrep$StringPrepTrieImpl
2804:           1       16      sun.nio.cs.CharsetMapping$2
2805:           1       16      java.lang.ApplicationShutdownHooks$1
2806:           1       16      com.sun.org.apache.xerces.internal.impl.dv.xs.Base64BinaryDV
2807:           1       16      org.apache.catalina.connector.RequestFacade
2808:           1       16      sun.misc.ASCIICaseInsensitiveComparator
2809:           1       16      sun.text.normalizer.NormalizerBase$NFCMode
2810:           1       16      com.google.common.base.Joiner
2811:           1       16      sun.text.normalizer.NormalizerImpl$FCDTrieImpl
2812:           1       16      org.apache.tomcat.websocket.server.WsFilter
2813:           1       16      org.jsoup.parser.Token$EOF
2814:           1       16      org.springframework.aop.framework.adapter.DefaultAdvisorAdapterRegistry
2815:           1       16      org.apache.catalina.core.DefaultInstanceManager$AnnotationCacheEntry[]
2816:           1       16      java.util.logging.Handler[]
2817:           1       16      java.security.ProtectionDomain$2
2818:           1       16      com.alibaba.fastjson.parser.deserializer.CollectionDeserializer
2819:           1       16      com.alibaba.fastjson.serializer.CharsetCodec
2820:           1       16      org.eclipse.jdt.internal.compiler.lookup.ReferenceBinding$3
2821:           1       16      com.alibaba.fastjson.serializer.InetAddressCodec
